date,hour,entsoe,tge
2024-08-05,0,446.15,444.86
2024-08-05,1,370.42,369.37
2024-08-05,2,354.34,353.31
2024-08-05,3,369.95,368.9
2024-08-05,4,362.4,361.35
2024-08-05,5,395.91,394.78
2024-08-05,6,510.46,509.01
2024-08-05,7,589.83,588.12
2024-08-05,8,506.98,505.55
2024-08-05,9,457.65,456.32
2024-08-05,10,356.35,355.35
2024-08-05,11,340.74,339.75
2024-08-05,12,313.58,312.66
2024-08-05,13,287.58,286.75
2024-08-05,14,290.07,289.23
2024-08-05,15,327.22,326.27
2024-08-05,16,335.76,334.78
2024-08-05,17,412.81,411.61
2024-08-05,18,500.85,499.41
2024-08-05,19,707.94,705.91
2024-08-05,20,900.58,898.01
2024-08-05,21,689.24,687.27
2024-08-05,22,552.33,550.76
2024-08-05,23,461.16,459.83
2024-08-06,0,510.37,511.63
2024-08-06,1,444.38,445.49
2024-08-06,2,415.44,416.45
2024-08-06,3,424.36,425.42
2024-08-06,4,431.29,432.36
2024-08-06,5,479.32,480.53
2024-08-06,6,557.75,559.16
2024-08-06,7,564.0,565.39
2024-08-06,8,489.91,491.14
2024-08-06,9,330.11,330.95
2024-08-06,10,258.27,258.9
2024-08-06,11,279.07,279.78
2024-08-06,12,288.46,289.17
2024-08-06,13,289.32,290.03
2024-08-06,14,314.09,314.86
2024-08-06,15,335.54,336.38
2024-08-06,16,379.47,380.42
2024-08-06,17,394.63,395.6
2024-08-06,18,548.1,549.48
2024-08-06,19,761.53,763.43
2024-08-06,20,1010.66,1013.16
2024-08-06,21,745.94,747.81
2024-08-06,22,537.42,538.77
2024-08-06,23,437.1,438.18
2024-08-07,0,466.45,467.52
2024-08-07,1,407.62,408.59
2024-08-07,2,397.92,398.82
2024-08-07,3,391.19,392.1
2024-08-07,4,401.02,401.97
2024-08-07,5,470.55,471.66
2024-08-07,6,567.46,568.79
2024-08-07,7,577.25,578.59
2024-08-07,8,487.24,488.35
2024-08-07,9,396.24,397.17
2024-08-07,10,327.18,327.92
2024-08-07,11,278.58,279.23
2024-08-07,12,186.8,187.22
2024-08-07,13,152.38,152.73
2024-08-07,14,223.15,223.68
2024-08-07,15,301.26,301.96
2024-08-07,16,379.54,380.42
2024-08-07,17,481.2,482.34
2024-08-07,18,599.25,600.65
2024-08-07,19,742.01,743.75
2024-08-07,20,896.67,898.75
2024-08-07,21,708.15,709.81
2024-08-07,22,563.54,564.86
2024-08-07,23,458.0,459.06
2024-08-08,0,429.85,430.47
2024-08-08,1,388.25,388.82
2024-08-08,2,388.81,389.38
2024-08-08,3,392.44,393.01
2024-08-08,4,393.82,394.39
2024-08-08,5,426.57,427.2
2024-08-08,6,559.41,560.21
2024-08-08,7,559.76,560.56
2024-08-08,8,509.35,510.1
2024-08-08,9,476.9,477.57
2024-08-08,10,389.76,390.33
2024-08-08,11,413.41,413.98
2024-08-08,12,405.43,406.01
2024-08-08,13,399.86,400.45
2024-08-08,14,399.86,400.44
2024-08-08,15,379.88,380.41
2024-08-08,16,352.6,353.1
2024-08-08,17,430.63,431.27
2024-08-08,18,483.54,484.23
2024-08-08,19,633.39,634.32
2024-08-08,20,876.15,877.43
2024-08-08,21,608.18,609.07
2024-08-08,22,484.1,484.82
2024-08-08,23,409.7,410.28
2024-08-09,0,459.61,460.53
2024-08-09,1,382.84,383.62
2024-08-09,2,381.46,382.23
2024-08-09,3,380.16,380.91
2024-08-09,4,387.25,388.0
2024-08-09,5,414.66,415.48
2024-08-09,6,595.9,597.08
2024-08-09,7,473.05,473.97
2024-08-09,8,349.09,349.77
2024-08-09,9,262.03,262.53
2024-08-09,10,51.61,51.73
2024-08-09,11,24.98,25.02
2024-08-09,12,12.97,12.99
2024-08-09,13,20.06,20.07
2024-08-09,14,70.98,71.11
2024-08-09,15,264.84,265.37
2024-08-09,16,395.6,396.35
2024-08-09,17,485.76,486.74
2024-08-09,18,532.83,533.88
2024-08-09,19,606.53,607.74
2024-08-09,20,629.44,630.67
2024-08-09,21,585.96,587.09
2024-08-09,22,482.17,483.11
2024-08-09,23,389.15,389.94
2024-08-10,0,419.37,419.78
2024-08-10,1,394.94,395.33
2024-08-10,2,390.53,390.89
2024-08-10,3,381.62,381.97
2024-08-10,4,381.23,381.59
2024-08-10,5,392.95,393.32
2024-08-10,6,402.89,403.3
2024-08-10,7,360.86,361.2
2024-08-10,8,138.75,138.89
2024-08-10,9,-1.21,-1.23
2024-08-10,10,-14.79,-14.8
2024-08-10,11,-57.33,-57.4
2024-08-10,12,-103.38,-103.48
2024-08-10,13,-209.23,-209.41
2024-08-10,14,-226.05,-226.28
2024-08-10,15,-149.73,-149.86
2024-08-10,16,-35.15,-35.19
2024-08-10,17,219.82,220.04
2024-08-10,18,442.93,443.35
2024-08-10,19,494.69,495.17
2024-08-10,20,601.01,601.59
2024-08-10,21,567.67,568.23
2024-08-10,22,526.9,527.43
2024-08-10,23,469.0,469.47
2024-08-11,0,479.64,481.31
2024-08-11,1,467.32,468.96
2024-08-11,2,445.31,446.87
2024-08-11,3,423.0,424.49
2024-08-11,4,437.4,438.95
2024-08-11,5,73.12,73.37
2024-08-11,6,-0.04,-0.02
2024-08-11,7,317.8,318.91
2024-08-11,8,119.86,120.3
2024-08-11,9,0.0,0.0
2024-08-11,10,-22.18,-22.24
2024-08-11,11,-66.5,-66.72
2024-08-11,12,-142.12,-142.61
2024-08-11,13,-265.14,-266.06
2024-08-11,14,-224.06,-224.83
2024-08-11,15,-179.39,-180.03
2024-08-11,16,-18.64,-18.69
2024-08-11,17,-3.85,-3.86
2024-08-11,18,357.75,359.02
2024-08-11,19,523.79,525.63
2024-08-11,20,570.22,572.24
2024-08-11,21,537.19,539.09
2024-08-11,22,482.28,483.96
2024-08-11,23,424.73,426.2
2024-08-12,0,451.45,453.03
2024-08-12,1,408.04,409.48
2024-08-12,2,368.82,370.12
2024-08-12,3,378.64,379.98
2024-08-12,4,404.15,405.56
2024-08-12,5,497.67,499.43
2024-08-12,6,644.46,646.74
2024-08-12,7,614.97,617.13
2024-08-12,8,485.22,486.94
2024-08-12,9,305.91,306.97
2024-08-12,10,173.47,174.1
2024-08-12,11,69.35,69.6
2024-08-12,12,43.5,43.65
2024-08-12,13,30.18,30.3
2024-08-12,14,58.24,58.45
2024-08-12,15,63.82,64.06
2024-08-12,16,299.38,300.41
2024-08-12,17,393.47,394.83
2024-08-12,18,616.44,618.61
2024-08-12,19,877.73,880.8
2024-08-12,20,976.05,979.5
2024-08-12,21,588.3,590.36
2024-08-12,22,536.63,538.5
2024-08-12,23,444.27,445.82
2024-08-13,0,484.31,484.75
2024-08-13,1,418.38,418.74
2024-08-13,2,390.48,390.79
2024-08-13,3,375.39,375.71
2024-08-13,4,392.51,392.82
2024-08-13,5,422.56,422.91
2024-08-13,6,572.98,573.47
2024-08-13,7,576.43,576.94
2024-08-13,8,508.38,508.83
2024-08-13,9,304.71,304.97
2024-08-13,10,150.02,150.17
2024-08-13,11,84.82,84.89
2024-08-13,12,-31.95,-31.99
2024-08-13,13,-43.3,-43.33
2024-08-13,14,3.67,3.69
2024-08-13,15,91.38,91.44
2024-08-13,16,278.06,278.28
2024-08-13,17,377.8,378.11
2024-08-13,18,613.12,613.63
2024-08-13,19,867.25,867.99
2024-08-13,20,875.1,875.83
2024-08-13,21,509.84,510.27
2024-08-13,22,485.82,486.26
2024-08-13,23,420.45,420.8
2024-08-14,0,385.3,385.21
2024-08-14,1,362.28,362.2
2024-08-14,2,356.57,356.49
2024-08-14,3,384.4,384.3
2024-08-14,4,398.1,398.0
2024-08-14,5,460.03,459.93
2024-08-14,6,557.08,556.94
2024-08-14,7,582.85,582.71
2024-08-14,8,519.16,519.05
2024-08-14,9,466.64,466.53
2024-08-14,10,355.28,355.22
2024-08-14,11,331.32,331.23
2024-08-14,12,295.68,295.62
2024-08-14,13,284.08,284.0
2024-08-14,14,253.2,253.16
2024-08-14,15,267.63,267.58
2024-08-14,16,335.74,335.68
2024-08-14,17,494.43,494.3
2024-08-14,18,630.52,630.36
2024-08-14,19,910.69,910.47
2024-08-14,20,989.15,988.93
2024-08-14,21,609.52,609.36
2024-08-14,22,505.38,505.24
2024-08-14,23,465.44,465.33
2024-08-15,0,468.53,468.23
2024-08-15,1,447.06,446.77
2024-08-15,2,408.08,407.8
2024-08-15,3,398.8,398.55
2024-08-15,4,404.43,404.18
2024-08-15,5,449.85,449.57
2024-08-15,6,465.05,464.75
2024-08-15,7,498.24,497.92
2024-08-15,8,481.75,481.42
2024-08-15,9,390.86,390.62
2024-08-15,10,142.19,142.11
2024-08-15,11,65.17,65.12
2024-08-15,12,22.41,22.38
2024-08-15,13,-59.89,-59.84
2024-08-15,14,-58.99,-58.93
2024-08-15,15,9.45,9.43
2024-08-15,16,261.2,261.05
2024-08-15,17,363.81,363.56
2024-08-15,18,601.32,600.91
2024-08-15,19,708.57,708.1
2024-08-15,20,884.81,884.25
2024-08-15,21,682.72,682.28
2024-08-15,22,594.97,594.57
2024-08-15,23,488.49,488.15
2024-08-16,0,482.35,483.45
2024-08-16,1,402.5,403.42
2024-08-16,2,395.93,396.81
2024-08-16,3,397.0,397.89
2024-08-16,4,400.14,401.02
2024-08-16,5,430.45,431.44
2024-08-16,6,546.67,547.89
2024-08-16,7,574.66,575.94
2024-08-16,8,533.23,534.44
2024-08-16,9,429.37,430.34
2024-08-16,10,322.21,322.92
2024-08-16,11,241.8,242.34
2024-08-16,12,107.93,108.2
2024-08-16,13,50.83,50.97
2024-08-16,14,46.71,46.83
2024-08-16,15,231.15,231.66
2024-08-16,16,331.06,331.8
2024-08-16,17,492.27,493.36
2024-08-16,18,800.61,802.44
2024-08-16,19,1194.95,1197.64
2024-08-16,20,1333.97,1337.0
2024-08-16,21,903.83,905.85
2024-08-16,22,650.91,652.36
2024-08-16,23,512.88,514.05
2024-08-17,0,492.66,493.23
2024-08-17,1,470.65,471.18
2024-08-17,2,440.14,440.64
2024-08-17,3,450.57,451.07
2024-08-17,4,479.03,479.58
2024-08-17,5,472.83,473.36
2024-08-17,6,453.73,454.22
2024-08-17,7,441.98,442.49
2024-08-17,8,440.4,440.9
2024-08-17,9,358.09,358.48
2024-08-17,10,296.94,297.26
2024-08-17,11,242.76,243.02
2024-08-17,12,204.77,205.0
2024-08-17,13,188.53,188.76
2024-08-17,14,257.76,258.03
2024-08-17,15,313.1,313.44
2024-08-17,16,404.46,404.9
2024-08-17,17,503.04,503.63
2024-08-17,18,602.86,603.54
2024-08-17,19,662.18,662.9
2024-08-17,20,762.77,763.63
2024-08-17,21,600.38,601.07
2024-08-17,22,512.01,512.6
2024-08-17,23,464.11,464.64
2024-08-18,0,490.09,490.18
2024-08-18,1,480.35,480.42
2024-08-18,2,452.02,452.12
2024-08-18,3,451.93,452.0
2024-08-18,4,445.61,445.7
2024-08-18,5,446.21,446.29
2024-08-18,6,422.23,422.31
2024-08-18,7,403.39,403.48
2024-08-18,8,374.55,374.62
2024-08-18,9,348.35,348.44
2024-08-18,10,297.88,297.96
2024-08-18,11,295.02,295.09
2024-08-18,12,273.53,273.56
2024-08-18,13,139.31,139.35
2024-08-18,14,263.19,263.22
2024-08-18,15,319.29,319.35
2024-08-18,16,401.68,401.77
2024-08-18,17,438.17,438.28
2024-08-18,18,486.85,486.94
2024-08-18,19,549.66,549.78
2024-08-18,20,626.19,626.32
2024-08-18,21,525.09,525.18
2024-08-18,22,518.6,518.71
2024-08-18,23,465.95,466.04
2024-08-19,0,455.91,455.98
2024-08-19,1,414.2,414.26
2024-08-19,2,388.39,388.46
2024-08-19,3,388.73,388.82
2024-08-19,4,367.62,367.71
2024-08-19,5,396.55,396.62
2024-08-19,6,560.94,561.04
2024-08-19,7,658.63,658.74
2024-08-19,8,554.53,554.62
2024-08-19,9,481.08,481.15
2024-08-19,10,414.84,414.94
2024-08-19,11,385.61,385.66
2024-08-19,12,396.17,396.23
2024-08-19,13,407.92,408.01
2024-08-19,14,409.2,409.3
2024-08-19,15,400.14,400.23
2024-08-19,16,525.18,525.29
2024-08-19,17,597.48,597.6
2024-08-19,18,842.46,842.6
2024-08-19,19,1107.27,1107.46
2024-08-19,20,1341.4,1341.64
2024-08-19,21,814.77,814.93
2024-08-19,22,539.11,539.23
2024-08-19,23,429.2,429.3
2024-08-20,0,455.75,456.58
2024-08-20,1,409.38,410.13
2024-08-20,2,400.29,401.01
2024-08-20,3,403.83,404.54
2024-08-20,4,417.58,418.34
2024-08-20,5,461.47,462.29
2024-08-20,6,605.3,606.39
2024-08-20,7,570.25,571.28
2024-08-20,8,523.67,524.62
2024-08-20,9,438.03,438.81
2024-08-20,10,360.88,361.54
2024-08-20,11,362.25,362.89
2024-08-20,12,364.34,365.0
2024-08-20,13,363.66,364.32
2024-08-20,14,367.46,368.12
2024-08-20,15,378.6,379.29
2024-08-20,16,489.48,490.34
2024-08-20,17,590.61,591.66
2024-08-20,18,821.88,823.37
2024-08-20,19,1227.21,1229.43
2024-08-20,20,1371.64,1374.09
2024-08-20,21,813.73,815.21
2024-08-20,22,599.96,601.05
2024-08-20,23,466.25,467.08
2024-08-21,0,504.56,504.07
2024-08-21,1,424.35,423.97
2024-08-21,2,411.8,411.43
2024-08-21,3,419.18,418.79
2024-08-21,4,418.37,417.98
2024-08-21,5,453.32,452.91
2024-08-21,6,569.92,569.38
2024-08-21,7,606.61,606.03
2024-08-21,8,545.0,544.49
2024-08-21,9,549.99,549.48
2024-08-21,10,568.72,568.21
2024-08-21,11,501.31,500.85
2024-08-21,12,439.75,439.35
2024-08-21,13,446.79,446.38
2024-08-21,14,414.96,414.56
2024-08-21,15,391.07,390.7
2024-08-21,16,372.64,372.3
2024-08-21,17,370.5,370.16
2024-08-21,18,479.94,479.51
2024-08-21,19,616.17,615.58
2024-08-21,20,697.87,697.22
2024-08-21,21,591.64,591.1
2024-08-21,22,460.1,459.69
2024-08-21,23,391.24,390.87
2024-08-22,0,363.44,363.87
2024-08-22,1,350.06,350.48
2024-08-22,2,348.73,349.14
2024-08-22,3,350.62,351.04
2024-08-22,4,356.45,356.86
2024-08-22,5,380.25,380.71
2024-08-22,6,483.46,484.04
2024-08-22,7,577.84,578.52
2024-08-22,8,499.37,499.95
2024-08-22,9,348.65,349.06
2024-08-22,10,259.98,260.29
2024-08-22,11,271.94,272.28
2024-08-22,12,265.98,266.28
2024-08-22,13,291.02,291.35
2024-08-22,14,306.93,307.31
2024-08-22,15,350.24,350.67
2024-08-22,16,370.3,370.76
2024-08-22,17,458.38,458.93
2024-08-22,18,759.22,760.14
2024-08-22,19,979.91,981.09
2024-08-22,20,1164.51,1165.88
2024-08-22,21,754.88,755.78
2024-08-22,22,509.45,510.05
2024-08-22,23,389.98,390.43
2024-08-23,0,468.35,467.64
2024-08-23,1,410.2,409.58
2024-08-23,2,400.99,400.4
2024-08-23,3,402.1,401.51
2024-08-23,4,400.78,400.16
2024-08-23,5,423.7,423.04
2024-08-23,6,590.82,589.9
2024-08-23,7,528.9,528.1
2024-08-23,8,423.23,422.59
2024-08-23,9,364.87,364.31
2024-08-23,10,220.12,219.8
2024-08-23,11,90.76,90.61
2024-08-23,12,9.04,9.05
2024-08-23,13,-26.65,-26.62
2024-08-23,14,-53.86,-53.8
2024-08-23,15,7.16,7.15
2024-08-23,16,306.12,305.64
2024-08-23,17,415.0,414.39
2024-08-23,18,527.27,526.49
2024-08-23,19,685.81,684.75
2024-08-23,20,701.15,700.09
2024-08-23,21,568.02,567.15
